N,Вид ДТП,Дата,Время,Район,COORD_L,COORD_W,Освещение,Погода,Улица,Цвет,Год выпуска,модель ТС,Марка ТС,Тип привода,Класс,Наружение ПДД,Пол,Возраст
1561,Столкновение,24.12.2018,15:40,Соломбальский окр,40.512825,64.585273,В темное время суток, освещение включено,Пасмурно,ул Советская,Серый,2008,Logan,RENAULT,С передним приводом,В-класс (малый) до 3,9 м,Нет нарушений,Женский,20
1562,Столкновение,24.12.2018,15:50,Октябрьский окр,40.56766,64.566596,В темное время суток, освещение включено,Пасмурно,ш Окружное,Белый,2013,Cruze,CHEVROLET,С передним приводом,D-класс (средний) до 4,6 м,Неправильный выбор дистанции,Мужской,12
1563,Столкновение,24.12.2018,12:25,Октябрьский окр,40.5282,64.563808,Светлое время суток,Пасмурно,наб Северной Двины,Синий,2018,Sandero,RENAULT,С передним приводом,В-класс (малый) до 3,9 м,Несоблюдение очередности проезда перекрестков,Женский,8
1564,Наезд на пешехода,24.12.2018,8:45,Ломоносовский окр,40.548896,64.542589,В темное время суток, освещение включено,Пасмурно,ул Выучейского,Серый,2007,Fabia,SKODA,С передним приводом,В-класс (малый) до 3,9 м,Нарушение правил проезда пешеходного перехода,Женский,8
1565,Столкновение,23.12.2018,16:40,Майская Горка окр,40.599675,64.525432,В темное время суток, освещение включено,Пасмурно,пр-кт Ленинградский,Серый,2007,Прочие модели Opel,OPEL,С передним приводом,В-класс (малый) до 3,9 м,Нарушение требований сигналов светофора,Мужской,24
1566,Наезд на пешехода,23.12.2018,16:55,Октябрьский окр,40.532684,64.535878,В темное время суток, освещение включено,Пасмурно,пр-кт Ломоносова,Красный,2010,Прочие модели Hyundai,HYUNDAI,С передним приводом,В-класс (малый) до 3,9 м,Нарушение правил проезда пешеходного перехода,Мужской,27
1567,Столкновение,22.12.2018,22:25,Октябрьский окр,40.554142,64.554793,В темное время суток, освещение включено,Ясно,ул Тимме,Синий,2010,Getz,HYUNDAI,С передним приводом,В-класс (малый) до 3,9 м,Нет нарушений,Мужской,2
1568,Наезд на пешехода,20.12.2018,11:30,Ломоносовский окр,40.550226,64.532183,Светлое время суток,Ясно,ул Северодвинская,Желтый,2017,Solaris,HYUNDAI,С передним приводом,В-класс (малый) до 3,9 м,Нет нарушений,Мужской,14
1569,Столкновение,18.12.2018,10:40,Соломбальский окр,40.512954,64.584974,Светлое время суток,Ясно,ул Советская,Серый,2017,Polo,VOLKSWAGEN,С передним приводом,В-класс (малый) до 3,9 м,Нет нарушений,Мужской,15
1570,Наезд на пешехода,17.12.2018,9:00,Октябрьский окр,40.51922,64.553816,Сумерки,Пасмурно,не заполнено,Черный,2007,Primera,NISSAN,С передним приводом,В-класс (малый) до 3,9 м,Другие нарушения ПДД водителем,Не определен,10
1571,Падение пассажира,16.12.2018,16:20,Октябрьский окр,40.518533,64.547928,В темное время суток, освещение включено,Пасмурно,пр-кт Троицкий,Белый,2016,Прочие модели ПАЗ,ПАЗ,С задним приводом,Прочие одноярусные,Нет нарушений,Женский,20
1572,Столкновение,15.12.2018,12:04,Варавино-Фактория окр,40.635638,64.516622,Светлое время суток,Пасмурно,пр-кт Ленинградский,Черный,2008,ВАЗ 2115 и модификации,ВАЗ,С передним приводом,В-класс (малый) до 3,9 м,Нарушение правил перестроения,Мужской,5
1573,Падение пассажира,15.12.2018,15:30,Варавино-Фактория окр,40.664456,64.508127,В темное время суток, освещение включено,Пасмурно,пр-кт Ленинградский,Зеленый,2018,Прочие модели МАЗ,МАЗ,С задним приводом,Прочие одноярусные,Другие нарушения ПДД водителем,Мужской,12
1574,Столкновение,14.12.2018,7:10,Исакогорский окр,40.599654,64.490838,В темное время суток, освещение включено,Пасмурно,не заполнено,Многоцветный,2002,ВАЗ 2115 и модификации,ВАЗ,С передним приводом,В-класс (малый) до 3,9 м,Нет нарушений,Мужской,8
1575,Наезд на пешехода,14.12.2018,17:25,Соломбальский окр,40.512364,64.587078,В темное время суток, освещение включено,Пасмурно,ул Советская,Синий,2007,ВАЗ 2114 и модификации,ВАЗ,С передним приводом,В-класс (малый) до 3,9 м,Нет нарушений,Мужской,22
1576,Столкновение,13.12.2018,7:55,Майская Горка окр,40.666655,64.517651,В темное время суток, освещение включено,Пасмурно,ул Дачная,Иные цвета,2007,Grand Vitara,SUZUKI,Полноприводные,Прочие легковые автомобили,Нет нарушений,Женский,6
1577,Столкновение,13.12.2018,17:55,Исакогорский окр,40.554099,64.514521,В темное время суток, освещение включено,Ясно,ул Онежская,Черный,2012,Nexia,DAEWOO,С передним приводом,В-класс (малый) до 3,9 м,Неправильный выбор дистанции,Мужской,20
1578,Падение пассажира,13.12.2018,18:10,Октябрьский окр,40.515035,64.541279,В темное время суток, освещение включено,Пасмурно,пр-кт Троицкий,Белый,2014,32054,ПАЗ,С задним приводом,Одноэтажные длиной от 5 до 8 м,Нет нарушений,Женский,29
1579,Наезд на пешехода,13.12.2018,7:40,Октябрьский окр,40.560751,64.549164,В темное время суток, освещение включено,Пасмурно,ул Тимме,Иные цвета,2011,Polo,VOLKSWAGEN,С передним приводом,В-класс (малый) до 3,9 м,Нет нарушений,Мужской,6
1580,Наезд на препятствие,12.12.2018,23:25,Соломбальский окр,40.550376,64.59895,В темное время суток, освещение включено,Ясно,ул Мостовая,Серый,2011,Focus,FORD,С передним приводом,С-класс (малый средний, компактный) до 4,3 м,Нет нарушений,Мужской,20
1581,Наезд на пешехода,12.12.2018,15:10,Варавино-Фактория окр,40.663855,64.512001,В темное время суток, освещение включено,Пасмурно,ул Папанина,Серый,2018,Almera,NISSAN,С передним приводом,С-класс (малый средний, компактный) до 4,3 м,Нарушение правил проезда пешеходного перехода,Мужской,41
1582,Наезд на пешехода,12.12.2018,8:40,Ломоносовский окр,40.546803,64.540121,В темное время суток, освещение включено,Пасмурно,ул Выучейского,Серый,2012,Solaris,HYUNDAI,С передним приводом,В-класс (малый) до 3,9 м,Несоблюдение условий, разрешающих движение транспорта задним ходом,Женский,1
1583,Наезд на пешехода,12.12.2018,6:00,Ломоносовский окр,40.53674,64.534457,В темное время суток, освещение включено,Пасмурно,пр-кт Ломоносова,Красный,2018,Прочие модели Renault,RENAULT,С передним приводом,В-класс (малый) до 3,9 м,Другие нарушения ПДД водителем,Не определен,2
1584,Столкновение,12.12.2018,15:50,Ломоносовский окр,40.567017,64.537049,В темное время суток, освещение включено,Ясно,ул Урицкого,Серый,2016,Прочие модели ВАЗ,ВАЗ,С передним приводом,В-класс (малый) до 3,9 м,Нет нарушений,Мужской,20
1585,Наезд на пешехода,11.12.2018,8:30,Октябрьский окр,40.530603,64.548145,В темное время суток, освещение не включено,Пасмурно,ул Логинова,Иные цвета,2011,Kalina,ВАЗ,С передним приводом,В-класс (малый) до 3,9 м,Нет нарушений,Женский,9
1586,Столкновение,11.12.2018,21:36,Майская Горка окр,40.616981,64.52941,В темное время суток, освещение включено,Пасмурно,ул Прокопия Галушина,Зеленый,2000,Vectra,OPEL,С передним приводом,Прочие легковые автомобили,Несоблюдение очередности проезда перекрестков,Мужской,95
1587,Наезд на пешехода,10.12.2018,8:10,Исакогорский окр,40.580535,64.50458,В темное время суток, освещение включено,Пасмурно,ул Дежневцев,Иные цвета,2017,Granta (Гранта),ВАЗ,С передним приводом,В-класс (малый) до 3,9 м,Нарушение правил проезда пешеходного перехода,Не определен,27
1588,Столкновение,09.12.2018,12:35,Ломоносовский окр,40.567317,64.537354,Светлое время суток,Пасмурно,ул Урицкого,Серый,2006,Lancer,MITSUBISHI,С передним приводом,В-класс (малый) до 3,9 м,Нет нарушений,Мужской,0
1589,Наезд на пешехода,08.12.2018,15:40,Ломоносовский окр,40.560118,64.54121,В темное время суток, освещение включено,Пасмурно,ул Шабалина,Серый,2010,ВАЗ 2114 и модификации,ВАЗ,С передним приводом,В-класс (малый) до 3,9 м,Нарушение правил проезда пешеходного перехода,Мужской,95
1590,Наезд на препятствие,07.12.2018,2:50,Соломбальский окр,40.524487,64.609647,В темное время суток, освещение включено,Пасмурно,ш Маймаксанское,Синий,2001,Жигули  ВАЗ-2104 модификации,ВАЗ,С задним приводом,В-класс (малый) до 3,9 м,Другие нарушения ПДД водителем,Мужской,1
1591,Наезд на пешехода,06.12.2018,8:00,Октябрьский окр,40.542705,64.557356,Светлое время суток,Пасмурно,ул Комсомольская,Черный,2012,Прочие модели Chevrolet,CHEVROLET,С передним приводом,В-класс (малый) до 3,9 м,Нарушение правил проезда пешеходного перехода,Мужской,24
1592,Столкновение,04.12.2018,11:00,Октябрьский окр,40.576833,64.561024,Светлое время суток,Пасмурно,ш Окружное,Белый,1988,Прочие модели Ford,FORD,С задним приводом,Фургоны,Несоблюдение очередности проезда перекрестков,Мужской,14
1593,Столкновение,04.12.2018,16:10,Цигломенский окр,40.321498,64.534605,В темное время суток, освещение включено,Пасмурно,не заполнено,Белый,2013,Прочие марки грузовых ТС,Прочие марки грузовых ТС,С задним приводом,Фургоны,Выезд на полосу встречного движения,Мужской,25
1594,Столкновение,03.12.2018,7:15,Майская Горка окр,40.613505,64.523166,В темное время суток, освещение включено,Пасмурно,пр-кт Ленинградский,Иные цвета,2016,Duster,RENAULT,С передним приводом,Прочие легковые автомобили,Несоблюдение очередности проезда перекрестков,Мужской,24
1595,Столкновение,03.12.2018,9:00,Соломбальский окр,40.5228,64.5867,Светлое время суток,Пасмурно,ул Адмирала Кузнецова,Синий,1999,E-класс,MERCEDES,С задним приводом,В-класс (малый) до 3,9 м,Неправильный выбор дистанции,Мужской,12
1596,Столкновение,02.12.2018,12:25,Ломоносовский окр,40.545913,64.532307,Светлое время суток,Пасмурно,пр-кт Ломоносова,Серый,2018,Vesta (Веста),ВАЗ,С передним приводом,В-класс (малый) до 3,9 м,Нет нарушений,Мужской,18
1597,Столкновение,02.12.2018,12:10,Ломоносовский окр,40.567274,64.537335,Светлое время суток,Пасмурно,ул Урицкого,Черный,2010,Getz,HYUNDAI,С передним приводом,В-класс (малый) до 3,9 м,Нет нарушений,Женский,14
1598,Столкновение,01.12.2018,21:45,Северный окр,40.583711,64.59211,В темное время суток, освещение включено,Ясно,ул Партизанская,Черный,2006,ВАЗ 2112 и модификации,ВАЗ,С передним приводом,С-класс (малый средний, компактный) до 4,3 м,Несоблюдение очередности проезда перекрестков,Мужской,6
1599,Наезд на пешехода,01.12.2018,1:10,Октябрьский окр,40.558026,64.551584,В темное время суток, освещение включено,Пасмурно,ул Тимме,Серый,2008,Fabia,SKODA,С передним приводом,С-класс (малый средний, компактный) до 4,3 м,Нет нарушений,Мужской,4
1600,Столкновение,01.12.2018,20:36,Исакогорский окр,40.596414,64.496105,В темное время суток, освещение включено,Пасмурно,не заполнено,Иные цвета,2004,Pointer,VOLKSWAGEN,Не заполнено,А-класс (особо малый) до 3,5 м,Несоблюдение очередности проезда перекрестков,Мужской,1
1601,Столкновение,30.11.2018,8:33,Соломбальский окр,40.524573,64.592405,Светлое время суток,Снегопад,ул Советская,Коричневый,2012,Прочие модели Mitsubishi,MITSUBISHI,Полноприводные,В-класс (малый) до 3,9 м,Нет нарушений,Мужской,3
1602,Столкновение,30.11.2018,9:25,Исакогорский окр,40.295094,64.536851,Светлое время суток,Метель,не заполнено,Серый,2001,Прочие модели Hyundai,HYUNDAI,С передним приводом,Прочие легковые автомобили,Нет нарушений,Женский,3
1603,Падение пассажира,29.11.2018,12:30,Ломоносовский окр,40.531998,64.531634,Светлое время суток,Пасмурно,пр-кт Троицкий,Белый,2017,32054,ПАЗ,С задним приводом,Прочие одноярусные,Нет нарушений,Мужской,7
1604,Наезд на пешехода,28.11.2018,10:48,Исакогорский окр,40.580578,64.504437,Светлое время суток,Ясно,ул Дежневцев,Красный,2005,Kalina,ВАЗ,С передним приводом,В-класс (малый) до 3,9 м,Нарушение правил проезда пешеходного перехода,Мужской,48
1605,Наезд на пешехода,28.11.2018,8:19,Маймаксанский окр,40.530753,64.643609,Сумерки,Ясно,ул Вельможного,Серый,2007,Прочие модели Chevrolet,CHEVROLET,Полноприводные,Прочие легковые автомобили,Нарушение правил проезда пешеходного перехода,Женский,0
1606,Наезд на пешехода,26.11.2018,14:20,Ломоносовский окр,40.546342,64.528524,Светлое время суток,Пасмурно,наб Северной Двины,Серый,2018,Largus (Ларгус),ВАЗ,С передним приводом,В-класс (малый) до 3,9 м,Нарушение правил проезда пешеходного перехода,Мужской,9
1607,Падение пассажира,26.11.2018,12:15,Варавино-Фактория окр,40.705354,64.495583,Светлое время суток,Пасмурно,пр-кт Ленинградский,Белый,2009,Прочие модели ПАЗ,ПАЗ,С задним приводом,Одноэтажные длиной от 8 до 12 м,Другие нарушения ПДД водителем,Мужской,17
1608,Наезд на пешехода,26.11.2018,19:55,Октябрьский окр,40.552222,64.546587,В темное время суток, освещение включено,Пасмурно,ул Воскресенская,Коричневый,2006,RX,LEXUS,С передним приводом,В-класс (малый) до 3,9 м,Нарушение правил проезда пешеходного перехода,Женский,2
1609,Столкновение,26.11.2018,11:35,Майская Горка окр,40.614877,64.527854,Светлое время суток,Пасмурно,ул Прокопия Галушина,Белый,2013,X1,BMW,Полноприводные,В-класс (малый) до 3,9 м,Нет нарушений,Мужской,14
1610,Наезд на препятствие,25.11.2018,20:09,Октябрьский окр,40.514982,64.538378,В темное время суток, освещение включено,Пасмурно,пр-кт Троицкий,Красный,2009,Logan,RENAULT,С передним приводом,В-класс (малый) до 3,9 м,Нарушение правил расположения ТС на проезжей части,Мужской,5
1611,Падение пассажира,23.11.2018,21:50,Октябрьский окр,40.541128,64.552313,В темное время суток, освещение включено,Пасмурно,пр-кт Обводный Канал,Зеленый,2018,Прочие модели МАЗ-МАН,МАЗ-МАН,С задним приводом,Прочие одноярусные,Другие нарушения ПДД водителем,Мужской,14
1612,Наезд на пешехода,23.11.2018,16:54,Октябрьский окр,40.522513,64.55524,В темное время суток, освещение включено,Пасмурно,пр-кт Троицкий,не заполнено,не заполнено,не заполнено,не заполнено,не заполнено,В-класс (малый) до 3,9 м,Нарушение правил проезда пешеходного перехода,Не определен,20
1613,Столкновение,22.11.2018,7:40,Октябрьский окр,40.548005,64.55943,Светлое время суток,Ясно,ул Гагарина,Белый,2015,Rio,KIA,С передним приводом,Прочие легковые автомобили,Выезд на полосу встречного движения с разворотом, поворотом налево или объездом препятствия,Мужской,4
1614,Падение пассажира,22.11.2018,18:25,Северный окр,40.58635,64.596299,Светлое время суток,Ясно,ул Партизанская,Белый,2013,32054,ПАЗ,С задним приводом,Одноэтажные длиной от 5 до 8 м,Нет нарушений,Мужской,2
1615,Наезд на пешехода,22.11.2018,16:35,Октябрьский окр,40.53512,64.560536,В темное время суток, освещение включено,Ясно,пр-кт Ломоносова,Серый,2008,Auris,TOYOTA,С передним приводом,Прочие легковые автомобили,Нарушение правил проезда пешеходного перехода,Мужской,41
1616,Наезд на пешехода,22.11.2018,7:40,Ломоносовский окр,40.580642,64.527177,Светлое время суток,Пасмурно,пр-кт Ленинградский,Оранжевый,2017,Solaris,HYUNDAI,С передним приводом,В-класс (малый) до 3,9 м,Нарушение правил проезда пешеходного перехода,Мужской,9
1617,Наезд на пешехода,21.11.2018,18:00,Варавино-Фактория окр,40.654714,64.510158,В темное время суток, освещение включено,Пасмурно,пр-кт Ленинградский,Серый,2011,Note,NISSAN,С передним приводом,Прочие легковые автомобили,Нарушение правил проезда пешеходного перехода,Женский,15
1618,Падение пассажира,20.11.2018,9:15,Ломоносовский окр,40.580363,64.527186,Светлое время суток,Пасмурно,пр-кт Ленинградский,Белый,2010,32054,ПАЗ,С задним приводом,Прочие одноярусные,Нет нарушений,Мужской,20
1619,Падение пассажира,20.11.2018,8:52,Ломоносовский окр,40.527781,64.533128,Светлое время суток,Пасмурно,пр-кт Троицкий,Белый,2016,Прочие модели ПАЗ,ПАЗ,С задним приводом,Одноэтажные длиной от 5 до 8 м,Нет нарушений,Женский,28
1620,Наезд на пешехода,20.11.2018,7:55,Ломоносовский окр,40.55756,64.52643,Светлое время суток,Ясно,наб Северной Двины,Не заполнено,2001,Transporter,VOLKSWAGEN,Не заполнено,Прочие легковые автомобили,Нет нарушений,Мужской,27
1621,Наезд на пешехода,20.11.2018,12:35,Октябрьский окр,40.522331,64.551276,Светлое время суток,Ясно,не заполнено,Черный,2008,ВАЗ 2114 и модификации,ВАЗ,С передним приводом,В-класс (малый) до 3,9 м,Другие нарушения ПДД водителем,Мужской,9
1622,Наезд на препятствие,19.11.2018,12:40,Исакогорский окр,40.635391,64.453863,Светлое время суток,Пасмурно,ул Вычегодская,Серый,2008,Kalina,ВАЗ,С передним приводом,В-класс (малый) до 3,9 м,Нет нарушений,Женский,20
1623,Столкновение,19.11.2018,15:45,Майская Горка окр,40.599632,64.525428,В темное время суток, освещение включено,Пасмурно,пр-кт Ленинградский,Белый,2010,Land Cruiser,TOYOTA,Полноприводные,В-класс (малый) до 3,9 м,Нет нарушений,Женский,20
1624,Наезд на пешехода,16.11.2018,19:45,Маймаксанский окр,40.539229,64.656223,В темное время суток, освещение включено,Пасмурно,ул Победы,не заполнено,не заполнено,не заполнено,не заполнено,не заполнено,В-класс (малый) до 3,9 м,Другие нарушения ПДД водителем,Не определен,28
1625,Столкновение,16.11.2018,15:15,Ломоносовский окр,40.554485,64.530739,В темное время суток, освещение включено,Пасмурно,пр-кт Ломоносова,Черный,2003,Rexton,SSANGYONG,Полноприводные,В-класс (малый) до 3,9 м,Неправильный выбор дистанции,Мужской,27
1626,Падение пассажира,16.11.2018,13:55,Ломоносовский окр,40.565643,64.535573,Светлое время суток,Пасмурно,пр-кт Обводный Канал,Иные цвета,2008,Lancer,MITSUBISHI,С передним приводом,В-класс (малый) до 3,9 м,Нарушение правил перестроения,Мужской,11
1627,Наезд на пешехода,16.11.2018,16:15,Октябрьский окр,40.551406,64.549542,В темное время суток, освещение включено,Пасмурно,не заполнено,Красный,2014,Polo,VOLKSWAGEN,С передним приводом,В-класс (малый) до 3,9 м,Другие нарушения ПДД водителем,Мужской,2
1628,Наезд на пешехода,14.11.2018,19:05,Соломбальский окр,40.524123,64.571272,В темное время суток, освещение включено,Дождь,ул Советская,Серый,2010,Fabia,SKODA,С передним приводом,В-класс (малый) до 3,9 м,Нарушение правил проезда пешеходного перехода,Мужской,40
1629,Наезд на пешехода,13.11.2018,8:45,Ломоносовский окр,40.580481,64.527209,Светлое время суток,Пасмурно,пр-кт Ленинградский,Белый,2015,3203,ПАЗ,С задним приводом,Одноэтажные длиной от 5 до 8 м,Нарушение правил проезда пешеходного перехода,Мужской,35
1630,Падение пассажира,11.11.2018,15:56,Октябрьский окр,40.571845,64.54975,В темное время суток, освещение включено,Пасмурно,пр-кт Дзержинского,Зеленый,2007,32054,ПАЗ,С задним приводом,Одноэтажные длиной от 5 до 8 м,Другие нарушения ПДД водителем,Мужской,13
1631,Наезд на пешехода,10.11.2018,15:38,Ломоносовский окр,40.537469,64.54186,Сумерки,Пасмурно,ул Поморская,Коричневый,2018,on-DO,Datsun,С передним приводом,В-класс (малый) до 3,9 м,Другие нарушения ПДД водителем,Мужской,15
1632,Наезд на пешехода,10.11.2018,6:20,Октябрьский окр,40.711877,64.594651,В темное время суток, освещение включено,Пасмурно,ул Авиационная,Белый,2013,Logan,RENAULT,С передним приводом,В-класс (малый) до 3,9 м,Другие нарушения ПДД водителем,Мужской,9
1633,Столкновение,10.11.2018,15:15,Варавино-Фактория окр,40.776068,64.481836,Сумерки,Пасмурно,ул Силикатчиков,Синий,2001,Ока  ВАЗ-1111 и модификации,ВАЗ,С передним приводом,В-класс (малый) до 3,9 м,Несоблюдение очередности проезда перекрестков,Женский,5
1634,Наезд на пешехода,10.11.2018,14:20,Ломоносовский окр,40.530378,64.532206,Светлое время суток,Пасмурно,пр-кт Троицкий,Коричневый,2014,Fluence,RENAULT,С передним приводом,В-класс (малый) до 3,9 м,Нарушение правил проезда пешеходного перехода,Мужской,12
1635,Столкновение,09.11.2018,10:45,Ломоносовский окр,40.563444,64.524814,Светлое время суток,Пасмурно,наб Северной Двины,Черный,2011,Priora,ВАЗ,С передним приводом,В-класс (малый) до 3,9 м,Нет нарушений,Мужской,1
1636,Наезд на пешехода,08.11.2018,17:29,Ломоносовский окр,40.548928,64.534904,В темное время суток, освещение включено,Пасмурно,ул Розы Люксембург,Красный,2013,Qashgai,NISSAN,С передним приводом,В-класс (малый) до 3,9 м,Нет нарушений,Женский,13
1637,Столкновение,08.11.2018,16:20,Октябрьский окр,40.53998,64.558554,Светлое время суток,Пасмурно,ул Комсомольская,Не заполнено,2008,Жигули  ВАЗ-2105 модификации,ВАЗ,С передним приводом,Прочие легковые автомобили,Несоблюдение очередности проезда перекрестков,Женский,3
1638,Наезд на пешехода,08.11.2018,17:10,Октябрьский окр,40.579473,64.574939,В темное время суток, освещение включено,Пасмурно,не заполнено,Серый,2003,ВАЗ 2112 и модификации,ВАЗ,С передним приводом,В-класс (малый) до 3,9 м,Нет нарушений,Мужской,10
1639,Наезд на пешехода,07.11.2018,19:00,Цигломенский окр,40.330735,64.536579,В темное время суток, освещение отсутствует,Пасмурно,ул Л.Н.Лочехина,Синий,2016,RX,LEXUS,Полноприводные,Прочие легковые автомобили,Другие нарушения ПДД водителем,Не определен,20
1640,Столкновение,07.11.2018,18:55,Ломоносовский окр,40.580653,64.53305,В темное время суток, освещение не включено,Пасмурно,ул Павла Усова,Серый,2017,Прочие модели Hyundai,HYUNDAI,С передним приводом,Прочие легковые автомобили,Нет нарушений,Мужской,18
1641,Наезд на пешехода,07.11.2018,8:00,Октябрьский окр,40.555022,64.561218,Светлое время суток,Пасмурно,ул Самойло,Черный,2007,Прочие модели Mazda,MAZDA,Полноприводные,Прочие легковые автомобили,Нет нарушений,Мужской,10
1642,Падение пассажира,05.11.2018,17:05,Варавино-Фактория окр,40.670174,64.51484,В темное время суток, освещение включено,Пасмурно,ул Папанина,не заполнено,не заполнено,не заполнено,не заполнено,не заполнено,Одноэтажные длиной от 5 до 8 м,Нет нарушений,Женский,20
1643,Столкновение,05.11.2018,9:45,Октябрьский окр,40.542823,64.5573,Светлое время суток,Пасмурно,пр-кт Советских Космонавтов,Оранжевый,2013,Прочие модели КАМАЗ,КАМАЗ,С задним приводом,Прочая спецтехника,Нарушение требований сигналов светофора,Мужской,23
1644,Столкновение,04.11.2018,15:15,Ломоносовский окр,40.56427,64.546047,Светлое время суток,Пасмурно,ул Тимме,Белый,2012,32054,ПАЗ,С задним приводом,Одноэтажные длиной от 5 до 8 м,Нет нарушений,Мужской,26
1645,Наезд на пешехода,04.11.2018,17:45,Северный окр,40.591285,64.60155,В темное время суток, освещение включено,Пасмурно,ул Партизанская,Черный,2013,Solaris,HYUNDAI,С передним приводом,В-класс (малый) до 3,9 м,Нет нарушений,Мужской,7
1646,Наезд на пешехода,03.11.2018,20:40,Ломоносовский окр,40.572027,64.542782,В темное время суток, освещение включено,Пасмурно,не заполнено,Белый,2004,300C,CHRYSLER,С задним приводом,В-класс (малый) до 3,9 м,Нет нарушений,Женский,14
1647,Наезд на пешехода,02.11.2018,11:30,Октябрьский окр,40.518318,64.541523,Светлое время суток,Пасмурно,ул Свободы,не заполнено,не заполнено,не заполнено,не заполнено,не заполнено,В-класс (малый) до 3,9 м,Другие нарушения ПДД водителем,Не определен,20
1648,Наезд на пешехода,02.11.2018,7:30,Ломоносовский окр,40.55397,64.539992,Светлое время суток,Пасмурно,ул Розы Люксембург,Иные цвета,2005,Corolla,TOYOTA,С передним приводом,В-класс (малый) до 3,9 м,Нарушение правил проезда пешеходного перехода,Мужской,18
1649,Наезд на пешехода,02.11.2018,12:50,Соломбальский окр,40.511227,64.577587,Светлое время суток,Пасмурно,не заполнено,Черный,2009,ВАЗ 2115 и модификации,ВАЗ,С передним приводом,В-класс (малый) до 3,9 м,Другие нарушения ПДД водителем,Мужской,11
1650,Столкновение,01.11.2018,8:20,Исакогорский окр,40.6208,64.42558,Светлое время суток,Пасмурно,не заполнено,Не заполнено,2016,Прочие модели УАЗ,УАЗ,Не заполнено,Прочие легковые автомобили,Несоблюдение очередности проезда перекрестков,Мужской,10
1651,Наезд на пешехода,31.10.2018,16:30,Октябрьский окр,40.524992,64.559891,В темное время суток, освещение включено,Пасмурно,пр-кт Троицкий,Красный,2009,Kalina,ВАЗ,С передним приводом,Прочие легковые автомобили,Нарушение правил проезда пешеходного перехода,Мужской,39
1652,Наезд на препятствие,31.10.2018,17:00,Соломбальский окр,40.507783,64.576998,В темное время суток, освещение включено,Пасмурно,пр-кт Никольский,Белый,2015,32054,ПАЗ,С задним приводом,Одноэтажные длиной от 5 до 8 м,Нет нарушений,Мужской,13
